INSCRICAO;MATRICULA;ENDERECO
60.010.092.121.001;1588443;RUA JUVINA TOJAL - 137 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.126.002;1588451;RUA JUVINA TOJAL - 143 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.131.001;1588460;RUA JUVINA TOJAL - 149 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.136.000;1588478;RUA JUVINA TOJAL - 153 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.141.002;1588486;RUA JUVINA TOJAL - 159 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.145.000;1588494;RUA JUVINA TOJAL - 163 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.149.000;1588508;RUA JUVINA TOJAL - 167 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.153.000;1588516;RUA JUVINA TOJAL - 173 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.159.000;1593382;RUA JUVINA TOJAL - 179 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.164.000;1588524;RUA JUVINA TOJAL - 185 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.169.000;1588532;RUA JUVINA TOJAL - 189 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.174.000;1588540;RUA JUVINA TOJAL - 193 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.155.000.000;6108925;RUA 4 CJ MANOEL F CALUMBY - 145 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.040.000;1589016;RUA A CJ MARIO ANDREAZZA - 9 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.047.000;1589024;RUA A CJ MARIO ANDREAZZA - 13 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.054.000;1589032;RUA A CJ MARIO ANDREAZZA - 21 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.061.000;1589040;RUA A CJ MARIO ANDREAZZA - 25 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.068.000;1589059;RUA A CJ MARIO ANDREAZZA - 33 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.075.000;1589067;RUA A CJ MARIO ANDREAZZA - 37 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.082.000;1589075;RUA A CJ MARIO ANDREAZZA - 45 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.089.000;1589083;RUA A CJ MARIO ANDREAZZA - 49 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.096.000;1589091;RUA A CJ MARIO ANDREAZZA - 57 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.103.000;1589105;RUA A CJ MARIO ANDREAZZA - 61 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.110.000;1589113;RUA A CJ MARIO ANDREAZZA - 69 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.117.000;1589121;RUA A CJ MARIO ANDREAZZA - 73 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.124.000;1589130;RUA A CJ MARIO ANDREAZZA - 81 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.131.000;1589148;RUA A CJ MARIO ANDREAZZA - 85 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.138.000;1589156;RUA A CJ MARIO ANDREAZZA - 93 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.145.000;1589164;RUA A CJ MARIO ANDREAZZA - 101 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.152.000;1589172;RUA A CJ MARIO ANDREAZZA - 109 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.159.000;1589180;RUA A CJ MARIO ANDREAZZA - 113 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.166.000;1589199;RUA A CJ MARIO ANDREAZZA - 121 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.173.000;1589202;RUA A CJ MARIO ANDREAZZA - 125 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.180.000;1589210;RUA A CJ MARIO ANDREAZZA - 133 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.187.000;1589229;RUA A CJ MARIO ANDREAZZA - 137 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.194.000;1589237;RUA A CJ MARIO ANDREAZZA - 145 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.201.000;1589245;RUA A CJ MARIO ANDREAZZA - 149 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.208.000;1589253;RUA A CJ MARIO ANDREAZZA - 157 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.215.000;1589261;RUA A CJ MARIO ANDREAZZA - 161 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.222.000;1589270;RUA A CJ MARIO ANDREAZZA - 169 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.229.000;1589288;RUA A CJ MARIO ANDREAZZA - 173 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.236.000;1589296;RUA A CJ MARIO ANDREAZZA - 181 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.243.000;1589300;RUA A CJ MARIO ANDREAZZA - 185 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.250.000;1589318;RUA A CJ MARIO ANDREAZZA - 193 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.257.000;1589326;RUA A CJ MARIO ANDREAZZA - 197 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.032.045.000;6506265;RUA DA ETA - 45 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.032.051.000;7842244;RUA DO SOL - 51 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.000.000;4816129;RUA A CJ DO SOL - 7 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.006.000;1594826;RUA A CJ DO SOL - 15 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.012.000;1594834;RUA A CJ DO SOL - 23 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.033.018.000;1594842;RUA A CJ DO SOL - 31 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.000.002;4818830;RUA A CJ DO SOL - 47 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.010.000;1594850;RUA A CJ DO SOL - 53 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.016.000;1596853;RUA A CJ DO SOL - 61 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.022.000;1594869;RUA A CJ DO SOL - 67 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.028.000;1596624;RUA A CJ DO SOL - 71 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.034.000;1594877;RUA A CJ DO SOL - 77 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.040.000;1596900;RUA A CJ DO SOL - 83 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.046.001;1594885;RUA A CJ DO SOL - 89 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.052.000;1594931;RUA A CJ DO SOL - 95 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.058.000;1594893;RUA A CJ DO SOL - 101 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.064.000;1594907;RUA A CJ DO SOL - 107 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.070.000;1594915;RUA A CJ DO SOL - 113 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.076.000;1594923;RUA A CJ DO SOL - 119 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.082.000;1594966;RUA A CJ DO SOL - 125 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.088.000;1594940;RUA A CJ DO SOL - 131 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.094.000;1594958;RUA A CJ DO SOL - 137 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.100.000;1597060;RUA A CJ DO SOL - 143 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.106.000;1594974;RUA A CJ DO SOL - 149 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.112.000;1594990;RUA A CJ DO SOL - 155 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.118.000;1595016;RUA A CJ DO SOL - 161 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.124.000;1595024;RUA A CJ DO SOL - 167 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.130.000;1595032;RUA A CJ DO SOL - 173 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.136.000;1596837;RUA A CJ DO SOL - 179 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.142.000;1594982;RUA A CJ DO SOL - 185 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.148.000;5222087;RUA A CJ DO SOL - 193 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.152.000;7174683;RUA A CJ DO SOL - 197 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.158.000;5023416;RUA A CJ DO SOL - 201 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.163.000;6574137;RUA A CJ DO SOL - 205 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.000.001;1584723;RUA A CJ DO SOL - 180 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.004.000;4818920;RUA A CJ DO SOL - 174 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.006.001;4818938;RUA A CJ DO SOL - 168 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.012.000;4818946;RUA A CJ DO SOL - 156 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.018.001;4818954;RUA A CJ DO SOL - 150 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.121.024.002;4818962;RUA A CJ DO SOL - 144 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.121.030.002;4818970;RUA A CJ DO SOL - 136 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.020.002;4819276;RUA C CJ DO SOL - 29 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.026.000;4819284;RUA C CJ DO SOL - 35 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.032.000;4819322;RUA C CJ DO SOL - 41 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.038.000;4819330;RUA C CJ DO SOL - 47 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.044.000;4819152;RUA C CJ DO SOL - 53 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.050.000;4819160;RUA C CJ DO SOL - 59 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.056.001;4819179;RUA C CJ DO SOL - 61 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.062.000;4819187;RUA C CJ DO SOL - 67 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.000.000;4819357;RUA D CJ DO SOL - 86 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.006.000;4819365;RUA D CJ DO SOL - 78 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.012.000;4819373;RUA D CJ DO SOL - 72 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.018.000;4819381;RUA D CJ DO SOL - 64 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.024.002;4819390;RUA D CJ DO SOL - 58 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.030.000;4819403;RUA D CJ DO SOL - 52 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.036.000;4819411;RUA D CJ DO SOL - 46 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.042.000;4819420;RUA D CJ DO SOL - 40 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.048.002;4819438;RUA D CJ DO SOL - 36 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.054.000;4819446;RUA D CJ DO SOL - 30 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.060.000;4819454;RUA D CJ DO SOL - 22 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.066.000;4819462;RUA D CJ DO SOL - 14 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.072.000;7046596;RUA D CJ DO SOL - 08 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.003.000;4819101;RUA D CJ DO SOL - 9 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.009.000;4819128;RUA D CJ DO SOL - 15 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.015.000;4819136;RUA D CJ DO SOL - 23 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.021.001;4819144;RUA D CJ DO SOL - 29 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.027.000;4819195;RUA D CJ DO SOL - 35 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.033.000;4819209;RUA D CJ DO SOL - 41 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.039.000;4819217;RUA D CJ DO SOL - 47 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.000.001;4819225;RUA D CJ DO SOL - 61 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.006.000;4819233;RUA D CJ DO SOL - 67 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.012.000;4819241;RUA D CJ DO SOL - 73 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.018.000;4819250;RUA D CJ DO SOL - 79 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.123.024.001;4819268;RUA D CJ DO SOL - 85 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.000.002;4818989;RUA A CJ DO SOL - 114 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.121.006.000;4818997;RUA A CJ DO SOL - 106 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.121.012.000;4819004;RUA A CJ DO SOL - 100 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.018.002;4819012;RUA A CJ DO SOL - 90 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.121.024.003;4269322;RUA A CJ DO SOL - 84 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.121.030.001;1595008;RUA A CJ DO SOL - 76 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.000.003;4819020;RUA A CJ DO SOL - 64 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.006.002;4819039;RUA A CJ DO SOL - 60 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.012.000;4819047;RUA A CJ DO SOL - 56 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.018.001;4324439;RUA A CJ DO SOL - 52 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.024.002;4819055;RUA A CJ DO SOL - 48 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.030.000;4213017;RUA A CJ DO SOL - 44 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.036.000;4213033;RUA A CJ DO SOL - 38 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.042.000;4819063;RUA A CJ DO SOL - 32 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.048.001;4819071;RUA A CJ DO SOL - 26 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.054.000;4819080;RUA A CJ DO SOL - 20 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.060.000;4819098;RUA A CJ DO SOL - 16 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.065.000;6506451;RUA DA ETA - 83 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.066.000;4819110;RUA A CJ DO SOL - 10 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.000.000;5023424;RUA E CJ DO SOL - 9 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.006.000;4819470;RUA E CJ DO SOL - 15 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.012.000;5562430;RUA E CJ DO SOL - 21 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.017.000;4962966;RUA E CJ DO SOL - 27 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.023.000;4873378;RUA E CJ DO SOL - 33 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.029.000;4952570;RUA E CJ DO SOL - 39 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.034.000;4866983;RUA E CJ DO SOL - 45 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.040.000;7440952;RUA E CJ DO SOL - 51 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.045.000;4819489;RUA E CJ DO SOL - 57 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.273.051.000;5073880;RUA E CJ DO SOL - 63 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.057.000;4819497;RUA E CJ DO SOL - 69 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.063.000;4820240;RUA E CJ DO SOL - 75 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.069.002;4820266;RUA E CJ DO SOL - 81 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.075.000;4820282;RUA E CJ DO SOL - 87 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.018.000;5356482;RUA E CJ DO SOL - 113 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.024.000;7314736;RUA E CJ DO SOL - 119 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.131.036.001;7521090;RUA B CJ DO SOL - FUNDOS - 41 - B - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.064.000.002;4818849;RUA B CJ DO SOL - 74 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.006.000;4818857;RUA B CJ DO SOL - 68 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.012.001;4818865;RUA B CJ DO SOL - 62 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.018.000;4818873;RUA B CJ DO SOL - 56 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.024.000;4818881;RUA B CJ DO SOL - 48 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.030.000;4818890;RUA B CJ DO SOL - 42 -  - NAO DESCRITO BREJO GRANDE SE 49995-000
60.010.094.032.000;6506393;RUA B CJ DO SOL - 20 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.036.000;4818903;RUA B CJ DO SOL - 36 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.094.042.000;4818911;RUA B CJ DO SOL - 32 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.131.012.000;7928890;RUA B CJ DO SOL - 17 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.131.030.000;7946104;RUA B CJ DO SOL - 31 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.131.035.000;7584474;RUA B CJ DO SOL - 35 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.131.040.000;7146329;RUA B CJ DO SOL - 41 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.131.040.002;7521138;RUA B CJ DO SOL - FUNDOS - 41 - A - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.134.055.000;7856008;RUA B CJ DO SOL - 59 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.134.095.000;7856539;RUA B CJ DO SOL - 99 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.011.000;7322992;RUA E CJ DO SOL - 124 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.018.000;6849172;RUA E CJ DO SOL - 118 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.024.000;7314795;RUA E CJ DO SOL - 112 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.030.000;7469454;RUA E CJ DO SOL - 106 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.036.000;7314698;RUA E CJ DO SOL - 100 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.042.000;6897738;RUA E CJ DO SOL - 94 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.048.000;4819500;RUA E CJ DO SOL - 88 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.054.000;4819519;RUA E CJ DO SOL - 82 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.554.000.002;7974515;RUA B CJ DO SOL - 160 - B - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.006.000;7909179;RUA H CJ DO SOL - 32 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.012.000;7579357;RUA H CJ DO SOL - 26 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.018.000;4819527;RUA H CJ DO SOL - 20 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.024.000;5347262;RUA H CJ DO SOL - 14 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.030.000;5073901;RUA H CJ DO SOL - 10 - LADO - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.000.002;4819535;RUA G CJ DO SOL - 7 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.006.000;4819543;RUA G CJ DO SOL - 13 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.012.000;4819551;RUA G CJ DO SOL - 19 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.018.000;4819560;RUA G CJ DO SOL - 25 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.030.002;4819586;RUA G CJ DO SOL - 37 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.272.034.000;4819578;RUA G CJ DO SOL - 31 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.274.000.000;4819608;RUA G CJ DO SOL - 38 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.244.006.000;4819632;RUA G CJ DO SOL - 32 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.244.012.000;4819640;RUA G CJ DO SOL - 26 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.244.018.000;4819659;RUA G CJ DO SOL - 20 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.244.024.000;4819683;RUA G CJ DO SOL - 14 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.244.030.000;4819691;RUA G CJ DO SOL - 8 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.000.005;1587960;RUA 7 DE SETEMBRO - 62 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.000.002;4819705;RUA F CJ DO SOL - 7 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.006.000;4819713;RUA F CJ DO SOL - 13 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.012.000;4819730;RUA F CJ DO SOL - 19 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.018.000;4819748;RUA F CJ DO SOL - 25 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.024.002;4819756;RUA F CJ DO SOL - 31 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.242.030.001;4819764;RUA F CJ DO SOL - 37 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.100.000;4819772;RUA F CJ DO SOL - 38 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.106.000;4819780;RUA F CJ DO SOL - 32 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.214.112.000;4819799;RUA F CJ DO SOL - 26 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.211.034.000;7578091;RUA I CJ DO SOL - 34 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.021.040.000;7582196;RUA I CJ DO SOL - 40 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.491.062.000;7783248;RUA I CJ DO SOL - 62 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.551.146.000;7582234;RUA I CJ DO SOL - 146 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.551.152.000;7883870;RUA I CJ DO SOL - 152 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.000.001;4851595;RUA DO CRUZEIRO - 15 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.010.002;4819802;RUA DO CRUZEIRO - 25 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.016.000;4819810;RUA DO CRUZEIRO - 31 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.022.000;4819829;RUA DO CRUZEIRO - 37 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.034.000;4819837;RUA DO CRUZEIRO - 53 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.042.000;4819845;RUA DO CRUZEIRO - 59 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.048.000;7110138;RUA DO CRUZEIRO - 65 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.532.053.000;7783299;RUA G CJ DO SOL - 53 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.055.000;6988555;RUA DO CRUZEIRO - 71 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.060.000;6143403;RUA DO CRUZEIRO - 77 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.070.000;7805063;RUA DO CRUZEIRO - 87 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.071.000;7875258;RUA DO CRUZEIRO - 89 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.077.000;7930810;RUA DO CRUZEIRO - 95 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.212.094.000;7856512;RUA DO CRUZEIRO - 107 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.135.000;7959427;RUA I CJ DO SOL - 135 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.141.000;7970390;RUA I CJ DO SOL - 141 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.000.002;1597353;RUA C CJ MARIO ANDREAZZA - 574 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.008.000;1597361;RUA C CJ MARIO ANDREAZZA - 566 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.016.000;1597370;RUA C CJ MARIO ANDREAZZA - 558 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.024.001;1597388;RUA C CJ MARIO ANDREAZZA - 550 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.032.000;1597396;RUA C CJ MARIO ANDREAZZA - 542 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.040.000;1597400;RUA C CJ MARIO ANDREAZZA - 534 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.048.001;1597418;RUA C CJ MARIO ANDREAZZA - 526 - BREJO GRANDE BREJO GRANDE SE 49995-000
